style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
CA044U,Natural,FRE,accessories;bags;unisex;cotton;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear,Unisex Biz Care Tote Bag,"{'sizes': 'One Size.', 'fabric': ['100% Recycled Canvas Cotton.'], 'features': ['The perfect work bag or shopping tote.', 'Inside pocket, metal clip for keys, removable hard base and attached short and long handles.']}","Sizes: One Size.; Fabric: 100% Recycled Canvas Cotton.; Features: The perfect work bag or shopping tote.,Inside pocket, metal clip for keys, removable hard base and attached short and long handles.; ",CA044U_Talent_Natural_02.jpg,CA044U_Talent_Natural_02.jpg;CA044U_bProduct_Natural_02_1PTCtWL.jpg;CA044U_bProduct_Natural_03_Opzme8a.jpg;CA044U_bProduct_Natural_01_NGKPhvk.jpg,normal
CCS149U,Sage/Black;Navy/Red;Mid Blue/Navy,L;M;S,accessories;socks;healthwear;separates;mix and match;plus size,Unisex Happy Feet Comfort Socks,"{'sizes': 'S, M, L.', 'fabric': ['41% Cotton 28% Nylon 26% Polyester 5% Elastane.'], 'features': ['Add a PEP to YOUR STEP with our everyday comfort socks, perfect for those on their feet or sitting down all day.']}","Sizes: S, M, L.; Fabric: 41% Cotton 28% Nylon 26% Polyester 5% Elastane.; Features: Add a PEP to YOUR STEP with our everyday comfort socks, perfect for those on their feet or sitting down all day.; ",CCS149U_Talent_Sage_Black_03.jpg,CCS149U_Talent_Sage_Black_03.jpg;CCS149U_bProduct_Sage_Black_02_i9gnzRl.jpg;CCS149U_bProduct_Sage_Black_03_Vu170Nd.jpg;CCS149U_bProduct_Sage_Black_01_K8zH4vd.jpg;CCS149U_bProduct_Navy_Red_02_ixvtXhB.jpg;CCS149U_bProduct_Navy_Red_01_oKL5dfS.jpg;CCS149U_bProduct_MidBlue_Navy_01_ZfiJ5XP.jpg,normal
CCS250U,Pink,M;S;L,accessories;socks;pink;pink products;mix and match;separates;plus size,Unisex Pink Happy Feet Comfort Socks,"{'sizes': 'Small, Medium, Large.', 'fabric': ['41% Cotton 28% Nylon 26% Polyester 5% Elastane.'], 'features': ['Add a PEP to YOUR STEP with our everyday comfort socks, perfect for those on their feet or sitting down all day.', ' With each unit sold, Biz Care will donate $2 to National Breast Cancer Foundation.']}","Sizes: Small, Medium, Large.; Fabric: 41% Cotton 28% Nylon 26% Polyester 5% Elastane.; Features: Add a PEP to YOUR STEP with our everyday comfort socks, perfect for those on their feet or sitting down all day., With each unit sold, Biz Care will donate $2 to National Breast Cancer Foundation.; ",CCS250U_Product_Pink_01.jpg,CCS250U_Product_Pink_01.jpg,normal
CH248L,Navy;Black,FRE,accessories;hijab;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;female;headwear;separates;mix and match,Womens Hijab,"{'sizes': 'One Size, measurements: 172cm(L)x63cm(W).', 'fabric': ['100% Polyester Georgette.'], 'features': ['Traditional Hijab, in a comfortable and non-slip fabric.']}","Sizes: One Size, measurements: 172cm(L)x63cm(W).; Fabric: 100% Polyester Georgette.; Features: Traditional Hijab, in a comfortable and non-slip fabric.; ",CH248L_bProduct_Navy_02_radMEmz.jpg,CH248L_bProduct_Navy_02_radMEmz.jpg;CH248L_bProduct_Navy_01_CHiwaw7.jpg;CH248L_Talent_Navy_08.jpg;CH248L_Talent_Navy_R.jpg;CH248L_bProduct_Black_02_8g7m0jM.jpg;CH248L_bProduct_Black_01_nmQtL0J.jpg;CH248L_Talent_Black_08.jpg;CH248L_Talent_Black_R.jpg,normal
CID940U,Fuchsia;Grape;Teal;Lime Green;Electric Blue;Cherry;Mid Blue;Cyan,FRE,accessories;aged care;nursing;dentistry;carers;veterinary;allied health;unisex;polyester;elastane;scrubs;identifier;healthwear;avery;scrub tops,Unisex Avery Scrub Identifier,"{'sizes': 'One Size.', 'fabric': ['96% Polyester 4% Elastane with metal press studs.'], 'features': ['The perfect way to differentiate streams and job roles without having the team in different coloured scrubs.', 'Identifiers easily snap onto the hidden press studs on the scrub sleeve.', 'A small monogram is also possible on the identifier.', 'Compatible for use with Avery Scrub Tops only.']}","Sizes: One Size.; Fabric: 96% Polyester 4% Elastane with metal press studs.; Features: The perfect way to differentiate streams and job roles without having the team in different coloured scrubs.,Identifiers easily snap onto the hidden press studs on the scrub sleeve.,A small monogram is also possible on the identifier.,Compatible for use with Avery Scrub Tops only.; ",Talent_CID940U_Fuchsia_AUSNZ_01.jpg,Talent_CID940U_Fuchsia_AUSNZ_01.jpg;Talent_CID940U_Grape_AUSNZ_01.jpg;Talent_CID940U_Teal_AUSNZ_01.jpg;Talent_CID940U_LimeGreen_AUSNZ_01_RR1qn66.jpg;Talent_CID940U_ElectricBlue_AUSNZ_01.jpg;CID940U_Talent_Cherry_01.jpg;CID940U_Talent_Cherry_02.jpg;Talent_CID940U_MidBlue_AUSNZ_01.jpg;Talent_CID940U_Cyan_AUSNZ_01.jpg,normal
CK045LC,Navy;Charcoal,XXS;XS;S;M;L;XL;2XL;3XL;4XL,pharmaceutical;knitwear;female;women;long sleeve;acrylic;wool;cardigans;aged care;allied health;nursing;dentistry;carers;veterinary;laboratory,Womens Button Front Knit Cardigan,"{'sizes': 'XXS - 4XL.', 'fabric': ['60% Acrylic 40% Merino Wool.'], 'features': ['Designed for functional roles, Biz Care knits provide warmth, durability and a soft hand feel.', 'With longer hem lengths to provide extra coverage.']}","Sizes: XXS - 4XL.; Fabric: 60% Acrylic 40% Merino Wool.; Features: Designed for functional roles, Biz Care knits provide warmth, durability and a soft hand feel.,With longer hem lengths to provide extra coverage.; ",CK045LC_bProduct_Navy_01_QtnB07v.jpg,CK045LC_bProduct_Navy_01_QtnB07v.jpg;CK045LC_bProduct_Navy_02_473spzr.jpg;CK045LC_Talent_Charcoal_01.jpg;CK045LC_bProduct_Charcoal_02_TTNRy8L.jpg;CK045LC_bProduct_Charcoal_01_lBInajT.jpg,normal
CK961LV,Navy;Charcoal,XS;S;M;L;XL;2XL;3XL;4XL;XXS,pharmaceutical;vests;knitwear;aged care;nursing;dentistry;carers;veterinary;allied health;laboratory;female;women;acrylic;wool;vest,Womens Button Front Knit Vest,"{'sizes': 'XXS - 4XL.', 'fabric': ['60% Acrylic 40% Merino Wool.'], 'features': ['Designed for functional roles, Biz Care knits provide warmth, durability and a soft hand feel.', 'With longer hem lengths to provide extra coverage.']}","Sizes: XXS - 4XL.; Fabric: 60% Acrylic 40% Merino Wool.; Features: Designed for functional roles, Biz Care knits provide warmth, durability and a soft hand feel.,With longer hem lengths to provide extra coverage.; ",CK961LV_Talent_Navy_02.jpg,CK961LV_Talent_Navy_02.jpg;CK961LV_bProduct_Navy_02_C2ggt4e.jpg;CK961LV_bProduct_Navy_01_3mHg1st.jpg;CK961LV_bProduct_Charcoal_02_PofcM8G.jpg;CK961LV_bProduct_Charcoal_01_tFS0B2H.jpg,normal
CK962LC,Charcoal;Navy;Black,XXS;XS;S;M;L;XL;2XL;3XL;4XL,pharmaceutical;aged care;knitwear;aged care;nursing;dentistry;carers;veterinary;allied health;laboratory;female;women;short sleeve;acrylic;wool;cardigans,Womens Zip Front Short Sleeve Knit Cardigan,"{'sizes': 'XXS - 4XL.', 'fabric': ['60% Acrylic 40% Merino Wool.'], 'features': ['Designed for functional roles, Biz Care knits provide warmth, durability and a soft hand feel.', 'With longer hem lengths to provide extra coverage.']}","Sizes: XXS - 4XL.; Fabric: 60% Acrylic 40% Merino Wool.; Features: Designed for functional roles, Biz Care knits provide warmth, durability and a soft hand feel.,With longer hem lengths to provide extra coverage.; ",CK962LC_bProduct_Charcoal_01_fPzafod.jpg,CK962LC_bProduct_Charcoal_01_fPzafod.jpg;CK962LC_bProduct_Charcoal_02_DKT4VrL.jpg;CK962LC_bProduct_Navy_01_LOilQBB.jpg;CK962LC_bProduct_Navy_02_AqfBpzs.jpg;CK962LC_Talent_Black_02.jpg;CK962LC_bProduct_Black_02_8OZ3IFf.jpg;CK962LC_bProduct_Black_01_s4UuiqP.jpg,normal
CL040LL,Black;Navy;Charcoal,4;6;8;10;12;14;18;20;22;24;26;28;30;16,pharmaceutical;early learning;bottoms;pants;female;womens;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;beauty;separates;mix and match;functional pant,Womens Jane 3/4 Length Stretch Pant,"{'sizes': '4 – 30.', 'fabric': ['88% Polyester 12% Elastane.'], 'features': ['The perfect pull-on stretch pant in a lightweight fabric that is durable and comfortable.', 'Quick drying and suitable for all climates.', 'Perfect for both functional and office roles.', 'Light weight fabric that is stretchy, durable and comfortable.', 'Wide basque waistband with anti-roll elastic, no zips or buttons functional back pocket, and two deep front angled pockets with utility hoop on right hand side.']}","Sizes: 4  30.; Fabric: 88% Polyester 12% Elastane.; Features: The perfect pull-on stretch pant in a lightweight fabric that is durable and comfortable.,Quick drying and suitable for all climates.,Perfect for both functional and office roles.,Light weight fabric that is stretchy, durable and comfortable.,Wide basque waistband with anti-roll elastic, no zips or buttons functional back pocket, and two deep front angled pockets with utility hoop on right hand side.; ",CL040LL_Talent_Black_01.jpg,CL040LL_Talent_Black_01.jpg;CL040LL_bProduct_Black_02_Phu9KgR.jpg;CL040LL_bProduct_Black_01_251KgJD.jpg;CL040LL_bProduct_Navy_01_nRdSlfu.jpg;CL040LL_bProduct_Navy_02_zBe5PQv.jpg;CL040LL_bProduct_Charcoal_01_mVA4M0V.jpg;CL040LL_bProduct_Charcoal_02_HKm10io.jpg,normal
CL041LL,Black;Navy;Charcoal,4;6;8;10;12;14;16;18;20;22;24;26;28;30,bottoms;pants;female;womens;polyester;elastane;aged care;allied health;nursing;dentistry;carers;veterinary;beauty;separates;mix and match;pharmaceutical;early learning;functional pant,Womens Jane Stretch Pant,"{'sizes': '4 – 30.', 'fabric': ['88% Polyester 12% Elastane.'], 'features': ['The perfect pull-on stretch pant in a lightweight fabric that is durable and comfortable.', 'Quick drying and suitable for all climates.', 'Perfect for both functional and office roles.', 'Light weight fabric that is stretchy, durable and comfortable.', 'Wide basque waistband with anti-roll elastic, no zips or buttons functional back pocket, and two deep front angled pockets with utility hoop on right hand side.']}","Sizes: 4  30.; Fabric: 88% Polyester 12% Elastane.; Features: The perfect pull-on stretch pant in a lightweight fabric that is durable and comfortable.,Quick drying and suitable for all climates.,Perfect for both functional and office roles.,Light weight fabric that is stretchy, durable and comfortable.,Wide basque waistband with anti-roll elastic, no zips or buttons functional back pocket, and two deep front angled pockets with utility hoop on right hand side.; ",CL041LL_Talent_Black_01.jpg,CL041LL_Talent_Black_01.jpg;CL041LL_bProduct_Black_02_64QABLS.jpg;CL041LL_bProduct_Black_01_LuIWC7D.jpg;CL041LL_bProduct_Navy_01_wFlTwpW.jpg;CL041LL_bProduct_Navy_02_uX7bMK9.jpg;CL041LL_bProduct_Charcoal_01_ODpsv9R.jpg;CL041LL_bProduct_Charcoal_02_iSesv0s.jpg,normal
CL145LS,Black;Navy,14;16;18;20;22;24;26;28;30;4;6;8;10;12,pharmaceutical;early learning;aged care;bottoms;skorts;skirt;skort;skirts;shorts;separates;mix and match;functional skirt;plus size,Womens Comfort Waist Skort,"{'sizes': '4 - 30.', 'fabric': ['64% Polyester 34% Viscose 2% Elastane.'], 'features': ['Breathable, durable, and easy-care fabric.', 'Made from a lightweight plain weave with added stretch for comfort.', 'Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.']}","Sizes: 4 - 30.; Fabric: 64% Polyester 34% Viscose 2% Elastane.; Features: Breathable, durable, and easy-care fabric.,Made from a lightweight plain weave with added stretch for comfort.,Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.; ",CL145LS_bProduct_Black_01_QkiVSQB.jpg,CL145LS_bProduct_Black_01_QkiVSQB.jpg;CL145LS_bProduct_Black_02_xeHr2Jm.jpg;CL145LS_Talent_Navy_01.jpg;CL145LS_bProduct_Navy_02_aSGVsmb.jpg;CL145LS_bProduct_Navy_01_UpWVZ3i.jpg,normal
CL541LL,Black;Caribbean Blue;Midnight Navy,2XL;3XL;L;M;S;XL;XS;XXS,scrubs;scrub pants;Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;female;healthwear;scrub pant,Womens Pulse Jogger Scrub Pant,"{'sizes': 'XXS - 3XL', 'fabric': '77% Recycled Polyester, 19% Viscose, 4% Elastane; Easy-care, wash and wear performance fabric for the most demanding of environments; Suitable for warmer climates', 'features': ['2 Side front pockets', '1 cargo style pocket on side leg and 1 back pocket', 'Slim leg pant - tapered from knee down to cuff; Elastic waist with internal draw string closure', 'Utility loop on RHS waistband', 'Dyed to match stretch cuffs', 'Match with Pulse scrub tops - CU543LS']}","Sizes: XXS - 3XL; Fabric: 77% Recycled Polyester, 19% Viscose, 4% Elastane; Easy-care, wash and wear performance fabric for the most demanding of environments; Suitable for warmer climates; Features: 2 Side front pockets,1 cargo style pocket on side leg and 1 back pocket,Slim leg pant - tapered from knee down to cuff; Elastic waist with internal draw string closure,Utility loop on RHS waistband,Dyed to match stretch cuffs,Match with Pulse scrub tops - CU543LS; ",CL541LL_Talent_Black_01.jpg,CL541LL_Talent_Black_01.jpg;CL541LL_Talent_Black_02.jpg;CL541LL_Talent_Black_03.jpg;CL541LL_Talent_Black_04.jpg;CL541LL_Talent_Black_05.jpg;CL541LL_Talent_Black_06.jpg;CL541LL_Talent_Black_07.jpg;CL541LL_Talent_Black_08.jpg;CL541LL_Product_Black_01.jpg;CL541LL_Product_Black_02.jpg;CL541LL_Talent_CaribbeanBlue_01.jpg;CL541LL_Talent_CaribbeanBlue_02.jpg;CL541LL_Talent_CaribbeanBlue_03.jpg;CL541LL_Talent_CaribbeanBlue_04_IANMWGF.jpg;CL541LL_Talent_CaribbeanBlue_05_RY2BJeI.jpg;CL541LL_Talent_CaribbeanBlue_06_57S0Cfd.jpg;CL541LL_Talent_CaribbeanBlue_07_l0ZJakN.jpg;CL541LL_Talent_CaribbeanBlue_08_zFEV9pp.jpg;CL541LL_Talent_CaribbeanBlue_09_gjw4Dvs.jpg;CL541LL_Product_CaribbeanBlue_01_Cm7DhSD.jpg;CL541LL_Product_CaribbeanBlue_02_dJZBGe2.jpg;CL541LL_Talent_MidnightNavy_01.jpg;CL541LL_Talent_MidnightNavy_02.jpg;CL541LL_Talent_MidnightNavy_03.jpg;CL541LL_Talent_MidnightNavy_05.jpg;CL541LL_Talent_MidnightNavy_06.jpg;CL541LL_Talent_MidnightNavy_07.jpg;CL541LL_Talent_MidnightNavy_08.jpg;CL541LL_Talent_MidnightNavy_09.jpg;CL541LL_Product_MidnightNavy_01.jpg;CL541LL_Product_MidnightNavy_02.jpg,new style
CL542UL,Midnight Navy;Black;Caribbean Blue,2XL;3XL;4XL;5XL;6XL;L;M;S;XL;XS;XXS,scrub pants;scrubs;unisex;Polyester;elastane;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub pant;Polyester Blend,Unisex Pulse Straight Leg Scrub Pant,"{'sizes': 'XXS - 6XL', 'fabric': '77% Recycled Polyester, 19% Viscose, 4% Elastane; Easy-care, wash and wear performance fabric for the most demanding of environments; Suitable for warmer climates', 'features': ['2 Side front pockets', '1 cargo style pocket on side leg', 'Straight leg shape', 'Elastic waist with internal draw string closure', 'Utility loop on RHS waistband', '2.5cm Hem allowance', 'Womens jogger also available - CL541LL']}","Sizes: XXS - 6XL; Fabric: 77% Recycled Polyester, 19% Viscose, 4% Elastane; Easy-care, wash and wear performance fabric for the most demanding of environments; Suitable for warmer climates; Features: 2 Side front pockets,1 cargo style pocket on side leg,Straight leg shape,Elastic waist with internal draw string closure,Utility loop on RHS waistband,2.5cm Hem allowance,Womens jogger also available - CL541LL; ",CL542UL_Talent_MidnightNavy_01.jpg,CL542UL_Talent_MidnightNavy_01.jpg;CL542UL_Talent_MidnightNavy_02_0QEPGuS.jpg;CL542UL_Talent_MidnightNavy_03.jpg;CL542UL_Talent_MidnightNavy_04.jpg;CL542UL_Talent_MidnightNavy_05.jpg;CL542UL_Talent_MidnightNavy_07.jpg;CL542UL_Talent_MidnightNavy_08.jpg;CL542UL_Product_MidnightNavy_01.jpg;CL542UL_Product_MidnightNavy_02.jpg;CL542UL_Talent_MidnightNavy_06.jpg;CL542UL_Talent_Black_01.jpg;CL542UL_Talent_Black_02.jpg;CL542UL_Talent_Black_03.jpg;CL542UL_Talent_Black_05.jpg;CL542UL_Talent_Black_06.jpg;CL542UL_Talent_Black_07.jpg;CL542UL_Talent_CaribbeanBlue_01.jpg;CL542UL_Talent_CaribbeanBlue_02.jpg;CL542UL_Talent_CaribbeanBlue_03.jpg;CL542UL_Talent_CaribbeanBlue_04.jpg;CL542UL_Talent_CaribbeanBlue_05.jpg;CL542UL_Product_CaribbeanBlue_01.jpg;CL542UL_Product_CaribbeanBlue_02.jpg,new style
CL953LL,Black;Navy;Charcoal,4;6;8;10;12;16;18;20;14,pharmaceutical;early learning;aged care;pants;beauty & spa;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;bottoms;polyester;viscose;elastane;separates;mix and match;functional pant;plus size,Womens Comfort Waist Slim Leg Pant,"{'sizes': '4 - 20.', 'fabric': ['64% Polyester 34% Viscose 2% Elastane.'], 'features': ['Breathable, durable, and easy-care fabric.', 'Made from a lightweight plain weave with added stretch for comfort.', 'Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.']}","Sizes: 4 - 20.; Fabric: 64% Polyester 34% Viscose 2% Elastane.; Features: Breathable, durable, and easy-care fabric.,Made from a lightweight plain weave with added stretch for comfort.,Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.; ",CL953LL_bProduct_Black_01_MDKkoQt.jpg,CL953LL_bProduct_Black_01_MDKkoQt.jpg;CL953LL_bProduct_Black_02_kwaG8r8.jpg;CL953LL_Talent_Navy_03.jpg;CL953LL_bProduct_Navy_02_nbz0URB.jpg;CL953LL_bProduct_Navy_01_ppFQNzO.jpg;CL953LL_bProduct_Charcoal_01_b3cA2JR.jpg;CL953LL_bProduct_Charcoal_02_Q4aGNB7.jpg,normal
CL954LL,Navy;Black;Charcoal,4;6;8;10;12;14;16;18;20;22;24;26;30;28,pants;beauty & spa;aged care;nursing;dentistry;carers;veterinary;allied health;laboratory;female;women;bottoms;polyester;viscose;elastane;cargo;separates;mix and match;functional pant;plus size,Womens Comfort Waist Cargo Pant,"{'sizes': '4 - 30.', 'fabric': ['64% Polyester 34% Viscose 2% Elastane.'], 'features': ['Breathable, durable, and easy-care fabric.', 'Made from a lightweight plain weave with added stretch for comfort.', 'Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.']}","Sizes: 4 - 30.; Fabric: 64% Polyester 34% Viscose 2% Elastane.; Features: Breathable, durable, and easy-care fabric.,Made from a lightweight plain weave with added stretch for comfort.,Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.; ",CL954LL_bProduct_Navy_01_5Ps8LYa.jpg,CL954LL_bProduct_Navy_01_5Ps8LYa.jpg;CL954LL_bProduct_Navy_02_JcLod1s.jpg;CL954LL_Talent_Black_04.jpg;CL954LL_bProduct_Black_02_MWapUB0.jpg;CL954LL_bProduct_Black_01_UsRBP1U.jpg;CL954LL_bProduct_Charcoal_01_O9zppyJ.jpg;CL954LL_bProduct_Charcoal_02_IujV99L.jpg,normal
CL955LL,Black;Charcoal;Navy,8;10;12;14;16;18;20;22;24;26;28;30,pharmaceutical;early learning;pants;beauty & spa;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;bottoms;polyester;viscose;elastane;separates;mix and match;functional pant;plus size,Womens Comfort Waist Straight Leg Pant,"{'sizes': '8 - 30.', 'fabric': ['64% Polyester 34% Viscose 2% Elastane.'], 'features': ['Breathable, durable, and easy-care fabric.', 'Made from a lightweight plain weave with added stretch for comfort.', 'Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.']}","Sizes: 8 - 30.; Fabric: 64% Polyester 34% Viscose 2% Elastane.; Features: Breathable, durable, and easy-care fabric.,Made from a lightweight plain weave with added stretch for comfort.,Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.; ",CL955LL_Talent_Black_02.jpg,CL955LL_Talent_Black_02.jpg;CL955LL_bProduct_Black_02_MfkYcE3.jpg;CL955LL_bProduct_Black_01_O6cExSq.jpg;CL955LL_bProduct_Charcoal_02_mSO9J1k.jpg;CL955LL_bProduct_Charcoal_01_SQcMev8.jpg;CL955LL_bProduct_Navy_01_wiHZvQG.jpg;CL955LL_bProduct_Navy_02_2QDk8JJ.jpg,normal
CL956LS,Black;Navy;Charcoal,4;6;8;10;12;14;16;18;20;22;24;26;28;30,skirts;beauty & spa;aged care;nursing;dentistry;carers;veterinary;allied health;laboratory;female;women;bottoms;polyester;viscose;elastane;cargo;separates;mix and match;functional skirt;plus size,Womens Comfort Waist Cargo Skirt,"{'sizes': '4 - 30.', 'fabric': ['64% Polyester 34% Viscose 2% Elastane.'], 'features': ['Breathable, durable, and easy-care fabric.', 'Made from a lightweight plain weave with added stretch for comfort.', 'Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.']}","Sizes: 4 - 30.; Fabric: 64% Polyester 34% Viscose 2% Elastane.; Features: Breathable, durable, and easy-care fabric.,Made from a lightweight plain weave with added stretch for comfort.,Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.; ",CL956LS_Talent_Black_02.jpg,CL956LS_Talent_Black_02.jpg;CL956LS_bProduct_Black_02_IQDsZZM.jpg;CL956LS_bProduct_Black_01_USq3XC6.jpg;CL956LS_bProduct_Navy_01_sEe69ms.jpg;CL956LS_bProduct_Navy_02_AhJo062.jpg;CL956LS_bProduct_Charcoal_01_FPvtLox.jpg;CL956LS_bProduct_Charcoal_02_dphghqq.jpg,normal
CL957LS,Navy;Black;Charcoal,4;6;16;18;20;10;12;14;22;24;26;8,shorts;beauty & spa;aged care;nursing;dentistry;carers;veterinary;allied health;laboratory;female;women;bottoms;polyester;viscose;elastane;cargo;separates;mix and match;functional short;plus size,Womens Comfort Waist Cargo Short,"{'sizes': '4 - 26.', 'fabric': ['64% Polyester 34% Viscose 2% Elastane.'], 'features': ['Breathable, durable, and easy-care fabric.', 'Made from a lightweight plain weave with added stretch for comfort.', 'Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.']}","Sizes: 4 - 26.; Fabric: 64% Polyester 34% Viscose 2% Elastane.; Features: Breathable, durable, and easy-care fabric.,Made from a lightweight plain weave with added stretch for comfort.,Comfort lower pants, shorts and skirt have a built in comfort stretch waist band, making it perfect for all function and admin roles.; ",CL957LS_Product_Navy_01.jpg,CL957LS_Product_Navy_01.jpg;CL957LS_Product_Navy_02.jpg;CL957LS_Product_Black_01.jpg;CL957LS_Product_Black_02.jpg;CL957LS_Talent_Charcoal_01_8lqIKdz.jpg;CL957LS_Product_Charcoal_02.jpg;CL957LS_Product_Charcoal_01.jpg,normal
